"","x"
"1111_at",-0.0318187208565068
"1112_g_at",-0.00100213630468704
"1113_at",-0.0664090130979125
"1114_at",-0.0545830413117279
"1115_at",0.0682675904675198
"1116_at",0.0535709519446532
"1117_at",-0.0181684882391038
"1118_at",-0.0207433785824076
"1119_at",0.0832052484262467
"112_g_at",0.0448002133982379
"1120_at",-0.0379604937579086
"1121_g_at",-0.0149810646775466
"1122_f_at",0.0223296843161025
"1123_at",0.00810806733565572
"1124_at",0.000741269522836596
"1125_s_at",-0.182124016527417
"1126_s_at",-0.767671900445075
"1127_at",0.0209139650196155
"1128_s_at",-0.0217871738942919
"1129_at",0.0574662955704557
"113_i_at",0.074446405312691
"1130_at",-0.0118823060656776
"1131_at",0.0184156463693648
"1132_s_at",-0.00534649218451611
"1133_at",0.0109289590685253
"1134_at",-0.00363531460489996
"1135_at",-0.0910688261351864
"1136_at",0.0299052188159465
"1137_at",-0.0339871276555814
"1138_at",0.0101869211300554
"1139_at",-0.118892349832359
"114_r_at",0.0784487214818186
"1140_at",-0.000858632576812512
"1141_at",0.0104309363574147
"1142_at",0.0355689076294226
"1143_s_at",-0.0159707713621891
"1144_at",0.0244476490370318
"1145_g_at",0.0072437429689991
"1146_at",0.00797949784575946
"1147_at",-0.346788881266648
"1148_s_at",-0.00147319599928486
"1149_at",0.0305693408075978
"115_at",-0.0764829736230404
"1150_at",-0.019183302809421
"1151_at",0.0337801025536977
"1152_i_at",0.136697416784775
"1153_f_at",0.00227421667712857
"1154_at",0.0726471688147101
"1155_at",-0.00824934914344699
"1156_at",-0.00120635189966789
"1157_s_at",0.00291492609547928
"1158_s_at",-0.0123137610631181
"1159_at",-0.00690459270462485
"116_at",0.0057683283489367
"1160_at",0.0834074892487542
"1161_at",0.0187263506407089
"1162_g_at",0.0649039931818753
"1163_at",0.0667549785813251
"1164_at",-0.00272827799213582
"1165_at",0.0874311285505942
"1166_at",0.0204031037841865
"1167_s_at",0.000235006452834696
"1168_at",0.0451562129288732
"1169_at",0.01210763237169
"117_at",0.04420504993137
"1170_at",-0.00235968279855392
"1171_s_at",0.00907648352984025
"1172_at",0.0252489961770601
"1173_g_at",-0.073648066791232
"1174_at",0.0178624745144336
"1175_s_at",0.0340017817466365
"1176_at",0.00645754831372858
"1177_at",-0.0179205528900495
"1178_at",0.0747821520897847
"1179_at",0.014409891024119
"118_at",0.0917162168269614
"1180_g_at",0.00694227316547646
"1181_at",0.0324270153875075
"1182_at",0.166878392617474
"1183_at",0.0416063584393869
"1184_at",-0.0456548483450865
"1185_at",-0.00439344801704555
"1186_at",-0.0250535506292191
"1187_at",0.00466705119720356
"1188_g_at",0.0519713523696987
"1189_at",0.0269877114654398
"1190_at",0.028568727175825
"1191_s_at",0.0591915805270826
"1192_at",0.0429583648019438
"1193_at",-0.00168829034282592
"1194_g_at",-0.0195417306548928
"1195_s_at",-0.0069188570991594
"1196_at",0.0313575863887334
"1197_at",-0.0924417435484344
"1198_at",-0.153710357597826
"1199_at",0.00879306338600339
"120_at",-0.267666384413476
"1200_at",0.0315615512929663
"1201_at",-0.00186439283673145
"1202_g_at",-0.00241675755562598
"1203_at",0.059394285811611
"1204_at",0.00132170104747709
"1205_at",0.06061261190824
"1206_at",0.0126789539301595
"1207_at",0.0233093046682851
"1208_at",0.00641897151474202
"1209_at",0.0461263699055874
"121_at",-0.00585766944556809
"1210_s_at",0.0106223825176839
"1211_s_at",0.244747563609479
"1212_at",0.0011146635714756
"1213_at",-0.00104416250268025
"1214_s_at",0.0326784389733976
"1217_g_at",0.357531194242876
"1218_at",0.027680218801434
"1219_at",-0.0154028852286427
"122_at",-0.0120263533521194
"1220_g_at",-0.0323048817344664
"1221_at",0.00608245035594446
"1222_at",-0.000204478046916812
"1223_at",-0.00272758872954904
"1224_at",-0.0486580856212269
"1225_g_at",-0.0415507159126181
"1226_at",0.0155939591381247
"1227_g_at",-0.00803494767945812
"1228_s_at",-0.0763608829758216
"1229_at",-0.0920357265573031
"123_at",-0.0295409571681085
"1230_g_at",-0.0840446330381797
"1231_at",0.0420760020928657
"1232_s_at",-0.61037777076436
"1233_s_at",-0.000823885358478105
"1234_at",-0.0660002267406865
"1235_at",-0.0373881808798462
"1236_s_at",0.000926122012730568
"1237_at",-0.231937022693045
"1238_at",0.00278599599778095
"1239_s_at",0.00915316480038775
"1240_at",0.0217507497419056
"1241_at",0.0689097476368215
"1242_at",0.00116300346865605
"1243_at",-0.19430179395839
"1244_at",-0.0100945177306913
"1245_i_at",-0.0904458455370312
"1246_at",-0.00256940643963111
"1247_g_at",-0.0169509836792578
"1248_at",0.060498944798324
"1249_at",0.00917160155328456
"1250_at",0.0414746092565905
"1251_g_at",0.0926734829839975
"1252_at",-0.0898286260323116
"1253_at",-0.0436706351460678
"1254_at",0.0113869686400645
"1255_g_at",0.028002787718185
"1256_at",-0.00698605301126864
"1257_s_at",-0.0496653155717346
"1258_s_at",-0.0251773608258474
"1259_at",-0.0109648493513235
"126_s_at",0.887796899582882
"1260_s_at",0.010951148831803
"1261_i_at",-0.0244629999448098
"1262_s_at",-0.120532309043624
"1263_at",0.00341133183286901
"1264_at",0.113356939528346
"1265_g_at",0.00834066522475219
"1266_s_at",0.00231559914853019
"1267_at",0.00815797363329196
"1268_at",-0.0515968260685762
"1269_at",-0.158163019598551
"1270_at",0.0203703124112633
"1271_g_at",-0.0185789614330045
"1272_at",0.0789447539377299
"1273_r_at",0.0386300552545249
"1274_s_at",0.0722070366497332
"1275_at",0.035313550259926
"1276_g_at",-0.124043418909044
"1277_at",-0.0162817341607162
"1278_at",-0.57527857113352
"1279_s_at",0.00038737341249484
"128_at",-0.0240195304722173
"1280_i_at",-0.000590106389037226
"1281_f_at",0.0543364602385625
"1282_s_at",-0.0310977567650657
"1283_at",0.0239101221748914
"1284_at",-0.104613785702928
"1285_at",0.100049651560304
"1286_s_at",0.0495534432376785
"1287_at",0.0357954798736557
"1288_s_at",-0.00724592227502363
"1289_at",0.0047098196673685
"129_g_at",-0.00208879730090428
"1290_g_at",0.000449866895451123
"1291_s_at",-0.0188102268900128
"1292_at",-0.0307585981721594
"1293_s_at",0.0700729198048
"1294_at",-0.0134208185848914
"1295_at",0.00910654163568125
"1296_at",-0.00119271102234686
"1297_at",0.0210569908956253
"1298_at",-0.0046910815530703
"1299_at",0.0506883569895258
"130_s_at",0.00567061635413779
"1300_at",0.0300765624298165
"1303_at",0.0293213853415122
"1304_at",0.0505283904085874
"1305_s_at",-0.0312488665446813
"1306_at",0.0128662931668133
"1307_at",0.206400616875591
"1308_g_at",0.0509766169801915
"1309_at",0.0978675865153464
"131_at",0.0821149571863127
"1310_at",0.0636678294848956
"1311_at",0.0180640504822174
"1312_at",0.076208005252234
"1313_at",0.0736338979773796
"1314_at",0.0628951348463187
"1315_at",0.01910101001029
"1316_at",0.000771409436446602
"1317_at",-0.00334665193975781
"1318_at",0.000934124371188449
"1319_at",-0.158652503152551
"1320_at",-0.000890712722117382
"1321_s_at",-0.0401341583691328
"1322_at",0.00384597360608385
"1323_at",0.0173524476206901
"1324_at",0.0286932509318909
"1325_at",-0.200539154309958
"1326_at",0.0488291369272453
"1327_s_at",0.146426764474349
"1328_at",-0.00251398394622449
"1329_s_at",-0.0287090531916447
"133_at",0.0260529502859628
"1330_at",0.0065368923088085
"1331_s_at",0.0144016044908395
"1332_f_at",0.0155800694073183
"1333_f_at",0.00848144370408432
"1334_s_at",0.0270221053558981
"1335_at",-0.051434074586499
"1336_s_at",0.287505455193141
"1337_s_at",-0.000703410293973583
"1338_s_at",0.0604388006476906
"1339_s_at",-0.00999556287574244
"134_at",-0.0113535057828391
"1340_s_at",-0.0281498523542301
"1341_at",0.0260816128641919
"1342_g_at",-0.0991657639101273
"1343_s_at",-0.0357004887039696
"1344_at",0.0164417710215847
"1345_s_at",0.0120429832627769
"1346_at",0.011261725531734
"1347_at",-0.0726718577472774
"1348_s_at",-0.121013829823194
"1349_at",-0.0124534870722393
"135_g_at",-0.0767218145171089
"1350_at",-0.00506500801259779
"1351_at",0.0422496352657178
"1352_at",0.0138361265244695
"1353_g_at",0.0199752250874587
"1354_at",0.0596875714648282
"1355_g_at",-0.0196065788937103
"1356_at",0.113925874098252
"1357_at",-0.00514407236569792
"1358_s_at",-0.0711158871615296
"1359_at",0.0444533699647345
"136_at",0.00293212285450339
"1360_at",0.0663122868938146
"1361_at",-0.0696222482622608
"1362_s_at",-0.018697332303764
"1363_at",-0.0532909248328861
"1364_at",-0.434043301452243
"1365_at",0.00597451405369021
"1366_i_at",-0.0205760973889757
"1367_f_at",-0.0299498269977154
"1368_at",-0.232897436648186
"1369_s_at",-0.203836199318394
"137_at",0.374724178011194
"1370_at",-0.0583218399559349
"1371_s_at",0.0255226286120716
"1372_at",-0.0392257067040962
"1373_at",0.0749230775589118
"1374_g_at",0.0168879436711995
"1375_s_at",-0.204127662065826
"1376_at",0.0394055022493229
"1377_at",-0.0149361723228636
"1378_g_at",-0.00745968527914886
"1379_at",-0.0630784258234414
"138_at",-0.0184907215230599
"1380_at",-0.00192280577453308
"1381_at",0.0437659549250908
"1382_at",-0.0289698165993431
"1383_at",0.0184641102778329
"1384_at",0.0161384264203375
"1385_at",-0.725232726741138
"1386_at",0.00227869705921901
"1387_at",0.0130482753259493
"1388_g_at",-0.0585156785755687
"1389_at",0
"139_at",0.0234481864997831
"1390_s_at",0.0214412900365433
"1391_s_at",0.0060078536173549
"1392_at",0.0240589960306967
"1393_at",0.00296168129744601
"1394_at",-0.0215263162132642
"1395_at",0.0299071083044655
"1396_at",-0.445113362394586
"1397_at",-0.00967823330548145
"1398_g_at",-0.0255293244438297
"1399_at",0.0561019471684197
"140_s_at",0.0458798234990421
"1400_at",0.0260490090134875
"1401_g_at",0.00322913309336359
"1402_at",0.189764747565291
"1403_s_at",-0.0104399792188588
"1404_r_at",0.00418181031161702
"1405_i_at",0.0262082542811086
"1406_at",0.0146333525716309
"1407_g_at",0.0208165126565718
"1408_at",-0.0893800060403274
"1409_at",0.0196626633384813
"141_s_at",0.0163354259744404
"1410_at",0.00204700372293298
"1411_at",0.0152437483616585
"1412_g_at",0.0191802124784675
"1413_at",0.0881474403891235
"1414_at",0.0442707447940609
"1415_at",0.00598546799094279
"1416_g_at",0.0418071012091721
"1417_at",0.0412627413967078
"1418_at",0.0237315854030147
"1419_g_at",-0.0031491082610986
"142_at",-0.0277078311225851
"1420_s_at",-0.0281341167798765
"1421_at",-0.118192223232786
"1422_g_at",0.0233158731568686
"1423_at",-0.0180744989626822
"1424_s_at",0.0520216657908321
"1425_at",0.0721650304867103
"1426_at",-0.0312137447002454
"1427_g_at",-0.033835132605146
"1428_at",0.0237732110294289
"143_s_at",0.0264573203680065
"1430_at",0.00972596404543213
"1431_at",0.00497032414021015
"1432_s_at",0.0124022296991186
"1433_g_at",-0.0106900464220749
"1434_at",-0.0157582549465762
"1435_f_at",0.0159299111335325
"1436_at",0.045314147693712
"1437_at",-0.0227213162260536
"1438_at",0.00878841826998866
"1439_s_at",-0.0206948457875469
"144_at",-0.0040892874833236
"1440_s_at",-0.0507447397800447
"1441_s_at",-0.114313638942106
"1442_at",0.0108720231763779
"1443_at",-0.0959155655682851
"1444_at",0.0919592453496354
"1445_at",-0.0010464910439878
"1446_at",0.0375330511182712
"1447_at",0.111388302103846
"1448_at",0.0534252227345462
"1449_at",0.0868831244888923
"145_s_at",0.00622745335528307
"1450_g_at",0.0896848542275386
"1451_s_at",-0.400763516215021
"1452_at",0.0192273107308005
"1453_at",-0.0914851740006191
"1454_at",-0.0331287666279565
"1455_f_at",-0.00477157013142127
"1456_s_at",-0.662709982781367
"1457_at",-0.10058877132609
"1458_at",-0.040023500637403
"1459_at",0.037126366078859
"146_at",0.0175133653896311
"1460_g_at",0.0832466152393363
"1461_at",-0.125349044433766
"1462_s_at",0.0694686378457559
"1463_at",-0.0295413367962492
"1464_at",0.0150846506768403
"1465_s_at",-0.214873335565866
"1466_s_at",0.0742973468844268
"1467_at",-0.476136592966732
"1468_at",0.104883083575563
"1469_at",-0.0144833046434201
"147_at",0.0159442725143539
"1470_at",0.0257382451805861
"1471_at",0.0111286862281235
"1472_g_at",0.0183756248545806
"1473_s_at",0.110310481200245
"1474_s_at",0.0862959926417752
"1475_s_at",0.0251305730472855
"1476_s_at",0.0259219792415055
"1477_s_at",0.0229045394463114
"1478_at",-0.389491138951729
"1479_g_at",-0.16124868336879
"148_at",-0.0848888311741856
"1480_at",0.0773909522719696
"1481_at",0.0335562436036811
"1482_g_at",0.0326899895317128
"1483_at",-0.0122064592071154
"1484_at",0.0263546602461897
"1485_at",0.0265504350147305
"1486_at",0.0410916042854388
"1487_at",0.0466643132682329
"1488_at",-0.48495484829474
"1489_s_at",0.0246838720399338
"149_at",0.093537129721144
"1490_at",0.104086646598305
"1491_at",-0.506712180605082
"1492_f_at",0.00370763168556421
"1493_r_at",0.0310697854726913
"1494_f_at",0.00465566914974058
"1495_at",-0.209686260753955
"1496_at",-0.0350139958879288
"1497_at",0.0273812580512298
"1498_at",-0.1302358110813
"1499_at",0.0189848554241627
"150_at",0.0725149623119492
"1500_at",0.332615539080909
"1501_at",0.190695460851381
"1503_at",-0.0167426480931734
"1504_s_at",0.000721065956426292
"1505_at",0.0478695566313752
"1506_at",-0.0352190128737817
"1507_s_at",-0.0250547476418306
"1508_at",0.00982046495051825
"1509_at",0.0480341437925094
"151_s_at",-0.00398624416003024
"1510_g_at",-0.00495984197085697
"1511_at",-0.00753473422153683
"1512_at",0.0552861498988895
"1513_at",0.00630193136893631
"1514_g_at",0.06417764669013
"1515_at",0.065820391850246
"1516_g_at",0.0643890334707518
"1517_at",0.028672583173694
"1518_at",-0.0266915339761573
"1519_at",-0.0802275646797725
"152_f_at",0.0471488421981685
"1520_s_at",-0.0132348095761858
"1521_at",0.072858586907572
"1522_at",0.0285287188952643
"1523_g_at",-0.00153415973554383
"1524_at",-0.017676943803151
"1525_s_at",0.0487653231782066
"1526_i_at",0.0647537562236074
"1527_s_at",-0.120964028295614
"1528_at",0.0264434589366305
"1529_at",-0.0265114952041581
"153_f_at",0.311538586044393
"1530_g_at",-0.0162372281971614
"1531_at",-0.00136607988307347
"1532_g_at",-0.016624054392733
"1533_at",-0.0104963934612829
"1534_at",0.068749718481254
"1535_at",-0.116975367365999
"1536_at",0.0755574660420182
"1537_at",-0.175930143151371
"1538_s_at",0.0216707259497645
"1539_at",-0.0677146593268807
"154_at",0.00799964265399877
"1540_f_at",0.0185690370788898
"1541_f_at",-0.00214768002948662
"1542_at",0.0187003485265385
"1543_at",0.0401302765803637
"1544_at",0.128156514491334
"1545_g_at",-0.0100149316513536
"1546_at",-0.131559826562849
"1547_at",0.00403739052399743
"1548_s_at",0.00646245513582877
"1549_s_at",0.0210845480720778
"155_s_at",-0.0203068725161897
"1550_at",0.0909676521470324
"1551_g_at",0.0791026681497486
"1552_i_at",-0.0205666776726301
"1553_r_at",0.0187959346070485
"1554_f_at",-0.0113867316477034
"1555_f_at",0.00685214349171925
"1556_at",0.0203935117446237
"1557_at",-0.127258518620488
"1558_g_at",-0.24135214551142
"1559_at",0.00442331829655407
"156_s_at",-0.0878408003008977
"1560_g_at",-0.0925591591155897
"1561_at",0.0232158211954259
"1562_g_at",0.00165870657350409
"1563_s_at",-0.114248796203838
"1564_at",-0.034528836191452
"1565_s_at",0.0235131878307073
"1566_at",-0.0101029569473867
"1567_at",0.00740348006807756
"1568_s_at",-0.0123511031665133
"1569_r_at",0.0217489886510518
"157_at",0.229979575035418
"1570_f_at",-0.00546068555368728
"1571_f_at",-0.480602617932797
"1572_s_at",-0.0413579618544357
"1573_at",-0.00969770741679565
"1574_s_at",0.0234007889473167
"1575_at",0.0117016461737824
"1576_g_at",-0.00915777288592734
"1577_at",-0.00405670714148387
"1578_g_at",0.0133083254542787
"1579_at",0.0145319511171125
"158_at",0.0109581600233799
"1580_f_at",5.20873697174018e-05
"1581_s_at",-0.0680474334794063
"1582_at",-0.0708980582766665
"1583_at",0.189578896945351
"1584_at",0.0772603506703562
"1585_at",-0.61710299081909
"1586_at",-0.48953111248524
"1587_at",-0.0194538453298745
"1588_at",-0.00264960914983359
"1589_s_at",-0.0215570068570843
"159_at",-0.327292150180559
"1590_s_at",0.0286291529209861
"1591_s_at",-0.168426745716447
"1592_at",-0.0492196960285529
"1593_at",0.0692475239411208
"1594_at",0.016458501817084
"1595_at",-0.00181003320328443
"1596_g_at",-0.0844885562556423
"1597_at",-0.0862296717389706
"1598_g_at",-0.0592720754973333
"1599_at",-0.0268679473373927
"160_at",0.027772311933161
"1600_at",0.0419570719422133
"160020_at",-0.0320438214674388
"160021_r_at",0.0825643320064342
"160022_at",0.00896764514002601
"160023_at",0.0113002010598673
"160024_at",0.0240563046384308
"160025_at",-0.151156025203641
"160026_at",0.0586279781417613
"160027_s_at",0.0213202785293136
"160028_s_at",0.0291445900948744
"160029_at",0.323848548839947
"160030_at",0.055578839495465
"160031_at",-0.0256244745801648
"160032_at",-0.0266302768051025
"160033_s_at",0.0112455582272488
"160034_s_at",0.0499712839914987
"160035_at",0.0355774724255733
"160036_at",0.0237668018537334
"160037_at",-0.0137539624066882
"160038_s_at",0.000727113320657446
"160039_at",-0.00120845410658554
"160040_at",0.109415794987819
"160041_at",0.0463605695980693
"160042_s_at",0.0145089064578281
"160043_at",-0.420061784241327
"160044_g_at",0.0502087563442819
"1601_s_at",-0.0225194007890761
"1602_at",0.0272663497696255
"1603_g_at",-0.021856141273793
"1604_at",0.035223500092221
"1605_g_at",0.00873359853448652
"1606_at",-0.0466981566142319
"1607_at",0.00800051343807029
"1608_at",-0.0175930773277393
"1609_g_at",-0.144593219133854
"161_at",0.0826051234087837
"1610_s_at",0.0415693604945906
"1611_s_at",0.00143610219679169
"1612_s_at",0.0100767693751096
"1613_s_at",-0.0292912551415494
"1614_s_at",-0.0482886302633636
"1615_at",0.000682589534884093
"1616_at",-0.082766285895119
"1617_at",-0.00486206682617407
"1618_at",0.0352062273842291
"1619_g_at",-0.0215901044769671
"162_at",-0.0593827563265164
"1620_at",0.00800917526564726
"1621_at",0.0800466014379462
"1622_at",-0.0551082743449813
"1623_s_at",0.0127564992776423
"1624_at",-0.0345788890904708
"1625_at",0.0548592568700463
"1626_at",0.00698247621789405
"1627_at",-0.017347699888143
"1628_at",0.00692612325191599
"1629_s_at",-0.162312237312348
"163_at",0.0095386246881386
"1630_s_at",0.0762043515268818
"1631_at",0.0336855117637784
"1632_at",-0.00579671963340522
"1633_g_at",0.0189945128648592
"1634_s_at",0.0422057144576091
"1635_at",0.0489118814157075
"1636_g_at",0.0429074401642442
"1637_at",0.00871297034904295
"1638_at",0.00720416501717791
"1639_s_at",-0.0292285827626104
"164_at",-0.0146198018435626
"1640_at",0.0141722331824923
"1641_s_at",0.0201048332418243
"1642_at",-0.0148128470774358
"1643_g_at",-0.0363526818354649
"1644_at",0.0889031949124988
"1645_at",0.0292136829885825
"1646_at",0.00831535511496462
"1647_at",-0.0924767348346962
"1648_at",-0.498128737501517
"1649_at",-0.0636174547540007
"165_g_at",0.0676818163884532
"1650_g_at",-0.0463990003999237
"1651_at",-0.278263133450934
"1652_at",0.0136579924828339
"1653_at",0.00767743898462125
"1654_at",0.0776575627435749
"1655_s_at",0.118444106942083
"1656_s_at",-0.00297600327591652
"1657_at",0.130530008179119
"1658_g_at",0.130852326285836
"1659_s_at",0.0400302391713772
"166_at",0.00378449017958937
"1660_at",0.0394055748453122
"1661_i_at",0.00682050455491834
"1662_r_at",-0.0212422202755138
"1663_at",0.012746534971773
"1664_at",-0.192706037783896
"1665_s_at",0.00519374945232665
"1666_at",-0.0188975477140478
"1667_s_at",-0.00341346793706299
"1668_s_at",0.0760158144820675
"1669_at",-0.334762366545298
"167_at",0.0469259932465773
"1670_at",-0.0257363934156056
"1671_s_at",-0.0533267365228023
"1672_f_at",-0.294405504781043
"1673_at",-0.0065848466033207
"1674_at",0.0613430234512653
"1675_at",-0.157396080284168
"1676_s_at",0.00912946870927156
"1677_at",-0.0115117130573161
"1678_g_at",-0.216356255202681
"1679_at",0.0329123292159085
"168_at",0.103965548767626
"1680_at",-0.014596891694189
"1681_at",-0.000380249943693789
"1682_s_at",0.0281775029278388
"1683_at",0.00882911235082728
"1684_s_at",-0.00735862499142703
"1685_at",0.0281994131559138
"1686_g_at",0.0141415145295249
"1687_s_at",-0.0109799778165782
"1688_s_at",-0.0112276671594667
"1689_at",0.0164067917783735
"169_at",0.0212666082059612
"1690_at",0.0302884718661187
"1691_at",0.00882301940984198
"1692_s_at",0.0126997696816376
"1693_s_at",-0.0371728353601788
"1694_s_at",-0.00772178291314307
"1695_at",-0.0162689708859198
"1696_at",0.102531843727174
"1697_s_at",-0.0393853795125803
"1698_g_at",-0.000574070883429645
"1699_at",0.0361743649179773
"170_at",0.000938002425077356
"1700_at",0.0303321744007037
"1701_at",-0.0167266415876042
"1702_at",0.0717900611888196
"1703_g_at",0.00885700389345878
"1704_at",-0.0163374625799575
"1705_s_at",0.0123206107940965
"1706_at",0.04341204346641
"1707_g_at",0.00790582038863752
"1708_at",0.0116033434578071
"1709_g_at",0.0409850166954238
"171_at",0.102001781347528
"1710_s_at",0.00191503983046548
"1711_at",0.0124141760981362
"1712_s_at",-0.0170497294845702
"1713_s_at",-0.212774057131801
"1714_at",0.0146946884012455
"1715_at",-0.143027784557361
"1716_at",0.000810502902042431
"1717_s_at",-0.333111480874548
"1718_at",-0.0843422284568232
"1719_at",0.00765129510134632
"172_at",-0.0106478339913822
"1720_at",0.0822973387465806
"1721_g_at",0.0814877862587213
"1722_at",0.0308724528201398
"1723_g_at",-0.0562275219682877
"1724_at",0.0154317089315743
"1725_s_at",0.0166074249254919
"1726_at",0.0224756070906595
"1727_at",0.0225589600028731
"1728_at",0.0656834813126812
"1729_at",-0.0120037677692864
"173_at",-0.00583576068867964
"1730_s_at",0.0359516034257188
"1731_at",-0.182854316465171
"1732_at",-0.105189762730229
"1733_at",-0.0882566913089045
"1734_at",0.00712357782611139
"1735_g_at",-0.00374737168929329
"1736_at",-0.291360420522827
"1737_s_at",-0.196033678375817
"1738_at",0.0249200179284985
"1739_at",-0.0226034005507382
"174_s_at",0.0540180485480515
"1740_g_at",-0.00147824174696032
"1741_s_at",-0.294481591047367
"1742_at",-0.0161491427205731
"1743_s_at",0.00373067637543611
"1744_at",0.0262848479497622
"1745_at",-0.0148680026564896
"1746_s_at",0.0291297219129576
"1747_at",0.00396318994015377
"1748_s_at",0.169811898454762
"1749_at",0.0423734581456849
"175_s_at",0.0712840142223459
"1750_at",0.0543482116831053
"1751_g_at",0.0922862637837203
"1752_at",-0.0661557910464179
"1753_s_at",0.00221572975647355
"1754_at",0.013124238938228
"1755_i_at",0.000915337067787014
"1756_f_at",0.0197362900248583
"1757_i_at",-0.0179366203666599
"1758_r_at",-0.0155499819099796
"1759_f_at",-0.00605783566494655
"176_at",0.0722614328126774
"1760_s_at",0.136929855680997
"1761_at",-0.0806669193482639
"1762_at",0.00333784605393683
"1763_at",0.00728780992206235
"1764_s_at",-0.00546698070019391
"1765_at",0.0162835042751583
"1766_g_at",0.034962611951078
"1767_s_at",-0.00336140273300511
"1768_s_at",0.0131091163141748
"1769_at",0.016840126304221
"177_at",0.0315974475178102
"1770_at",0.0733105598093154
"1771_s_at",-0.0536942825585502
"1772_s_at",-0.0286906094113468
"1773_at",-0.0168866307966264
"1774_at",0.0278024288162981
"1775_at",0.00816543888147514
"1776_at",0.0305726994155953
"1777_at",-0.0178309491439315
"1778_g_at",-0.0920796141026687
"1779_s_at",0.191854840587221
"178_f_at",0.0553184833484472
"1780_at",0.0123003190495996
"1781_at",0.00762219427072863
"1782_s_at",0.0778692365319831
"1783_at",-0.0152757548486797
"1784_s_at",0.0242692370296553
"1785_at",0.0115949872689576
